country,iso3,g_whoregion,year,age_group,sex,coh,succ,fail,died,lost,tsr,category
Afghanistan,AFG,EMR,2018,0-14,a,10461,10027,,,,96,Children (0-14)
Albania,ALB,EUR,2013,0-14,a,19,18,0,0,1,95,Children (0-14)
Albania,ALB,EUR,2014,0-14,a,21,20,0,0,0,95,Children (0-14)
Albania,ALB,EUR,2015,0-14,a,11,10,0,0,0,91,Children (0-14)
Albania,ALB,EUR,2016,0-14,a,13,11,0,0,1,85,Children (0-14)
Albania,ALB,EUR,2017,0-14,a,14,14,0,0,0,100,Children (0-14)
Albania,ALB,EUR,2018,0-14,a,4,4,0,0,0,100,Children (0-14)
Albania,ALB,EUR,2019,0-14,a,11,11,0,0,0,100,Children (0-14)
Albania,ALB,EUR,2020,0-14,a,3,3,0,0,0,100,Children (0-14)
Albania,ALB,EUR,2021,0-14,a,8,8,0,0,0,100,Children (0-14)
Albania,ALB,EUR,2022,0-14,a,6,6,0,0,0,100,Children (0-14)
Albania,ALB,EUR,2023,0-14,a,8,8,0,0,0,100,Children (0-14)
American Samoa,ASM,WPR,2018,0-14,a,0,0,,,,,Children (0-14)
American Samoa,ASM,WPR,2019,0-14,a,0,0,,,,,Children (0-14)
Andorra,AND,EUR,2013,0-14,a,0,,,,,,Children (0-14)
Andorra,AND,EUR,2014,0-14,a,0,0,0,0,0,,Children (0-14)
Andorra,AND,EUR,2015,0-14,a,0,0,0,0,0,,Children (0-14)
Andorra,AND,EUR,2016,0-14,a,0,0,0,0,0,,Children (0-14)
Andorra,AND,EUR,2017,0-14,a,0,0,0,0,0,,Children (0-14)
Andorra,AND,EUR,2018,0-14,a,0,,,,,,Children (0-14)
Andorra,AND,EUR,2019,0-14,a,0,,,,,,Children (0-14)
Andorra,AND,EUR,2020,0-14,a,0,,,,,,Children (0-14)
Andorra,AND,EUR,2022,0-14,a,0,,,,,,Children (0-14)
Antigua and Barbuda,ATG,AMR,2018,0-14,a,1,1,0,0,0,100,Children (0-14)
Antigua and Barbuda,ATG,AMR,2019,0-14,a,0,0,0,0,0,,Children (0-14)
Antigua and Barbuda,ATG,AMR,2020,0-14,a,0,0,0,0,0,,Children (0-14)
Antigua and Barbuda,ATG,AMR,2021,0-14,a,0,0,0,0,0,,Children (0-14)
Antigua and Barbuda,ATG,AMR,2022,0-14,a,0,0,0,0,0,,Children (0-14)
Antigua and Barbuda,ATG,AMR,2023,0-14,a,0,0,0,0,0,,Children (0-14)
Argentina,ARG,AMR,2013,0-14,a,888,406,1,11,61,46,Children (0-14)
Argentina,ARG,AMR,2014,0-14,a,860,482,0,6,60,56,Children (0-14)
Argentina,ARG,AMR,2015,0-14,a,983,482,0,10,81,49,Children (0-14)
Argentina,ARG,AMR,2016,0-14,a,732,477,1,8,68,65,Children (0-14)
Argentina,ARG,AMR,2017,0-14,a,910,575,0,15,89,63,Children (0-14)
Argentina,ARG,AMR,2018,0-14,a,952,575,4,9,60,60,Children (0-14)
Argentina,ARG,AMR,2019,0-14,a,715,362,2,5,46,51,Children (0-14)
Argentina,ARG,AMR,2020,0-14,a,729,425,0,11,53,58,Children (0-14)
Argentina,ARG,AMR,2021,0-14,a,794,456,0,9,55,57,Children (0-14)
Argentina,ARG,AMR,2022,0-14,a,979,640,0,12,69,65,Children (0-14)
Argentina,ARG,AMR,2023,0-14,a,1134,693,0,15,83,61,Children (0-14)
Armenia,ARM,EUR,2013,0-14,a,37,30,0,0,7,81,Children (0-14)
Armenia,ARM,EUR,2014,0-14,a,33,26,0,1,4,79,Children (0-14)
Armenia,ARM,EUR,2015,0-14,a,23,19,0,0,4,83,Children (0-14)
Armenia,ARM,EUR,2016,0-14,a,19,18,0,0,1,95,Children (0-14)
Armenia,ARM,EUR,2017,0-14,a,19,12,1,0,6,63,Children (0-14)
Armenia,ARM,EUR,2018,0-14,a,37,32,2,0,3,86,Children (0-14)
Armenia,ARM,EUR,2019,0-14,a,29,26,0,0,3,90,Children (0-14)
Armenia,ARM,EUR,2020,0-14,a,21,20,0,1,0,95,Children (0-14)
Armenia,ARM,EUR,2021,0-14,a,18,18,0,0,0,100,Children (0-14)
Armenia,ARM,EUR,2022,0-14,a,17,15,0,0,1,88,Children (0-14)
Armenia,ARM,EUR,2023,0-14,a,27,27,0,0,0,100,Children (0-14)
Aruba,ABW,AMR,2018,0-14,a,0,0,0,0,0,,Children (0-14)
Australia,AUS,WPR,2019,0-14,a,38,30,,,,79,Children (0-14)
Australia,AUS,WPR,2020,0-14,a,31,29,,,,94,Children (0-14)
Australia,AUS,WPR,2021,0-14,a,30,29,,,,97,Children (0-14)
Australia,AUS,WPR,2022,0-14,a,29,25,,,,86,Children (0-14)
Australia,AUS,WPR,2023,0-14,a,43,23,,,,53,Children (0-14)
Austria,AUT,EUR,2013,0-14,a,23,21,0,0,2,91,Children (0-14)
Austria,AUT,EUR,2014,0-14,a,14,12,0,0,0,86,Children (0-14)
Austria,AUT,EUR,2015,0-14,a,19,14,0,1,0,74,Children (0-14)
Austria,AUT,EUR,2016,0-14,a,29,26,0,0,0,90,Children (0-14)
Austria,AUT,EUR,2017,0-14,a,21,18,0,0,0,86,Children (0-14)
Austria,AUT,EUR,2018,0-14,a,24,20,0,0,0,83,Children (0-14)
Austria,AUT,EUR,2019,0-14,a,22,19,0,0,0,86,Children (0-14)
Austria,AUT,EUR,2020,0-14,a,12,10,0,1,0,83,Children (0-14)
Austria,AUT,EUR,2021,0-14,a,13,9,0,0,1,69,Children (0-14)
Austria,AUT,EUR,2022,0-14,a,12,12,0,0,0,100,Children (0-14)
Austria,AUT,EUR,2023,0-14,a,12,9,0,0,3,75,Children (0-14)
Azerbaijan,AZE,EUR,2022,0-14,a,110,75,12,0,10,68,Children (0-14)
Azerbaijan,AZE,EUR,2022,a,f,982,788,62,25,86,80,Female (All Ages)
Azerbaijan,AZE,EUR,2022,a,m,2624,2169,151,135,155,83,Male (All Ages)
Azerbaijan,AZE,EUR,2023,0-14,a,139,113,12,,5,81,Children (0-14)
Azerbaijan,AZE,EUR,2023,a,f,1252,1036,122,28,56,83,Female (All Ages)
Azerbaijan,AZE,EUR,2023,a,m,1625,1372,49,106,89,84,Male (All Ages)
Bahamas,BHS,AMR,2018,0-14,a,5,5,0,0,0,100,Children (0-14)
Bahamas,BHS,AMR,2019,0-14,a,6,6,0,0,0,100,Children (0-14)
Bahamas,BHS,AMR,2020,0-14,a,0,,,,,,Children (0-14)
Bahamas,BHS,AMR,2021,0-14,a,2,2,0,0,0,100,Children (0-14)
Bahamas,BHS,AMR,2022,0-14,a,3,3,0,0,0,100,Children (0-14)
Bahamas,BHS,AMR,2023,0-14,a,2,2,0,0,0,100,Children (0-14)
Bahrain,BHR,EMR,2018,0-14,a,0,0,,,,,Children (0-14)
Bahrain,BHR,EMR,2019,0-14,a,3,2,,,,67,Children (0-14)
Bahrain,BHR,EMR,2020,0-14,a,0,0,,,,,Children (0-14)
Bahrain,BHR,EMR,2021,0-14,a,1,1,,,,100,Children (0-14)
Bahrain,BHR,EMR,2023,0-14,a,5,5,,,,100,Children (0-14)
Bangladesh,BGD,SEA,2018,0-14,a,11299,10947,,,,97,Children (0-14)
Bangladesh,BGD,SEA,2019,0-14,a,12307,11882,,,,97,Children (0-14)
Bangladesh,BGD,SEA,2019,a,f,126193,120832,259,2272,691,96,Female (All Ages)
Bangladesh,BGD,SEA,2019,a,m,163670,153620,646,6159,1062,94,Male (All Ages)
Bangladesh,BGD,SEA,2020,0-14,a,9363,9129,,,,98,Children (0-14)
Bangladesh,BGD,SEA,2020,a,f,102295,98585,229,1779,343,96,Female (All Ages)
Bangladesh,BGD,SEA,2020,a,m,126484,119529,464,4703,495,95,Male (All Ages)
Bangladesh,BGD,SEA,2021,0-14,a,10427,10121,,,,97,Children (0-14)
Bangladesh,BGD,SEA,2021,a,f,140038,136290,202,1555,339,97,Female (All Ages)
Bangladesh,BGD,SEA,2021,a,m,166822,160197,482,4307,480,96,Male (All Ages)
Bangladesh,BGD,SEA,2022,0-14,a,10701,10294,,,,96,Children (0-14)
Bangladesh,BGD,SEA,2022,a,f,115045,110660,231,1810,478,96,Female (All Ages)
Bangladesh,BGD,SEA,2022,a,m,146999,138655,551,4980,719,94,Male (All Ages)
Bangladesh,BGD,SEA,2023,0-14,a,11906,11538,,,,97,Children (0-14)
Bangladesh,BGD,SEA,2023,a,f,129654,125061,195,2048,661,96,Female (All Ages)
Bangladesh,BGD,SEA,2023,a,m,171602,162656,485,5515,916,95,Male (All Ages)
Barbados,BRB,AMR,2018,0-14,a,0,0,0,0,0,,Children (0-14)
Barbados,BRB,AMR,2019,0-14,a,0,0,0,0,0,,Children (0-14)
Belarus,BLR,EUR,2013,0-14,a,11,11,0,0,0,100,Children (0-14)
Belarus,BLR,EUR,2014,0-14,a,17,17,0,0,0,100,Children (0-14)
Belarus,BLR,EUR,2015,0-14,a,7,7,0,0,0,100,Children (0-14)
Belarus,BLR,EUR,2016,0-14,a,11,8,0,0,0,73,Children (0-14)
Belarus,BLR,EUR,2017,0-14,a,11,11,0,0,0,100,Children (0-14)
Belarus,BLR,EUR,2018,0-14,a,12,10,0,0,0,83,Children (0-14)
Belarus,BLR,EUR,2019,0-14,a,8,8,0,0,0,100,Children (0-14)
Belarus,BLR,EUR,2020,0-14,a,3,3,0,0,0,100,Children (0-14)
Belarus,BLR,EUR,2020,a,f,240,199,4,31,6,83,Female (All Ages)
Belarus,BLR,EUR,2020,a,m,593,511,6,53,17,86,Male (All Ages)
Belarus,BLR,EUR,2021,0-14,a,5,5,0,0,0,100,Children (0-14)
Belarus,BLR,EUR,2021,a,f,242,208,4,16,14,86,Female (All Ages)
Belarus,BLR,EUR,2021,a,m,661,551,15,65,30,83,Male (All Ages)
Belarus,BLR,EUR,2022,0-14,a,4,4,0,0,0,100,Children (0-14)
Belarus,BLR,EUR,2022,a,f,265,220,5,31,5,83,Female (All Ages)
Belarus,BLR,EUR,2022,a,m,734,649,16,51,16,88,Male (All Ages)
Belarus,BLR,EUR,2023,0-14,a,10,10,0,0,0,100,Children (0-14)
Belarus,BLR,EUR,2023,a,f,253,220,3,29,1,87,Female (All Ages)
Belarus,BLR,EUR,2023,a,m,678,606,5,47,20,89,Male (All Ages)
Belgium,BEL,EUR,2013,0-14,a,56,53,0,0,2,95,Children (0-14)
Belgium,BEL,EUR,2014,0-14,a,59,56,0,0,0,95,Children (0-14)
Belgium,BEL,EUR,2015,0-14,a,69,67,0,1,0,97,Children (0-14)
Belgium,BEL,EUR,2016,0-14,a,57,55,0,0,1,96,Children (0-14)
Belgium,BEL,EUR,2017,0-14,a,67,59,0,0,4,88,Children (0-14)
Belgium,BEL,EUR,2018,0-14,a,60,54,0,0,5,90,Children (0-14)
Belgium,BEL,EUR,2019,0-14,a,48,45,0,0,1,94,Children (0-14)
Belgium,BEL,EUR,2020,0-14,a,48,39,0,0,0,81,Children (0-14)
Belgium,BEL,EUR,2021,0-14,a,40,34,0,0,2,85,Children (0-14)
Belgium,BEL,EUR,2023,0-14,a,36,26,0,0,1,72,Children (0-14)
Belize,BLZ,AMR,2013,0-14,a,4,2,0,0,1,50,Children (0-14)
Belize,BLZ,AMR,2014,0-14,a,5,3,0,0,1,60,Children (0-14)
Belize,BLZ,AMR,2015,0-14,a,4,3,,1,,75,Children (0-14)
Belize,BLZ,AMR,2016,0-14,a,3,1,0,1,0,33,Children (0-14)
Belize,BLZ,AMR,2017,0-14,a,1,1,0,0,0,100,Children (0-14)
Belize,BLZ,AMR,2018,0-14,a,0,0,0,0,0,,Children (0-14)
Belize,BLZ,AMR,2019,0-14,a,0,0,0,0,0,,Children (0-14)
Belize,BLZ,AMR,2020,0-14,a,2,1,0,0,1,50,Children (0-14)
Belize,BLZ,AMR,2021,0-14,a,2,2,0,0,0,100,Children (0-14)
Belize,BLZ,AMR,2022,0-14,a,1,0,0,0,0,0,Children (0-14)
Belize,BLZ,AMR,2023,0-14,a,1,0,0,0,1,0,Children (0-14)
Benin,BEN,AFR,2018,0-14,a,202,173,,,,86,Children (0-14)
Benin,BEN,AFR,2019,0-14,a,232,212,,,,91,Children (0-14)
Benin,BEN,AFR,2020,0-14,a,215,195,,,,91,Children (0-14)
Benin,BEN,AFR,2021,0-14,a,134,120,,,,90,Children (0-14)
Benin,BEN,AFR,2022,0-14,a,174,157,,,,90,Children (0-14)
Benin,BEN,AFR,2023,0-14,a,175,164,,,,94,Children (0-14)
Bermuda,BMU,AMR,2018,0-14,a,0,0,0,0,0,,Children (0-14)
Bermuda,BMU,AMR,2019,0-14,a,0,0,0,0,0,,Children (0-14)
Bermuda,BMU,AMR,2020,0-14,a,0,0,0,0,0,,Children (0-14)
Bermuda,BMU,AMR,2021,0-14,a,0,0,0,0,0,,Children (0-14)
Bermuda,BMU,AMR,2022,0-14,a,0,0,0,0,0,,Children (0-14)
Bhutan,BTN,SEA,2018,0-14,a,26,26,,,,100,Children (0-14)
Bhutan,BTN,SEA,2019,0-14,a,27,27,,,,100,Children (0-14)
Bhutan,BTN,SEA,2020,0-14,a,31,26,,,,84,Children (0-14)
Bhutan,BTN,SEA,2021,0-14,a,16,16,,,,100,Children (0-14)
Bhutan,BTN,SEA,2022,0-14,a,32,30,,,,94,Children (0-14)
Bhutan,BTN,SEA,2023,0-14,a,20,20,,,,100,Children (0-14)
Bosnia and Herzegovina,BIH,EUR,2013,0-14,a,15,9,2,0,0,60,Children (0-14)
Bosnia and Herzegovina,BIH,EUR,2014,0-14,a,15,11,3,,,73,Children (0-14)
Bosnia and Herzegovina,BIH,EUR,2015,0-14,a,14,12,0,0,0,86,Children (0-14)
Bosnia and Herzegovina,BIH,EUR,2016,0-14,a,10,8,0,1,0,80,Children (0-14)
Bosnia and Herzegovina,BIH,EUR,2017,0-14,a,11,5,2,0,1,45,Children (0-14)
Bosnia and Herzegovina,BIH,EUR,2018,0-14,a,5,1,,,,20,Children (0-14)
Bosnia and Herzegovina,BIH,EUR,2019,0-14,a,3,0,0,0,0,0,Children (0-14)
Bosnia and Herzegovina,BIH,EUR,2020,0-14,a,1,,,,,0,Children (0-14)
Bosnia and Herzegovina,BIH,EUR,2021,0-14,a,1,,,,,0,Children (0-14)
Bosnia and Herzegovina,BIH,EUR,2022,0-14,a,0,0,0,0,0,,Children (0-14)
Botswana,BWA,AFR,2018,0-14,a,312,257,,,,82,Children (0-14)
Botswana,BWA,AFR,2019,0-14,a,572,206,,,,36,Children (0-14)
Botswana,BWA,AFR,2020,0-14,a,251,212,,,,84,Children (0-14)
Botswana,BWA,AFR,2020,a,f,1278,984,3,79,9,77,Female (All Ages)
Botswana,BWA,AFR,2020,a,m,1651,1286,11,135,26,78,Male (All Ages)
Botswana,BWA,AFR,2021,0-14,a,158,133,,,,84,Children (0-14)
Botswana,BWA,AFR,2021,a,f,1064,831,10,67,7,78,Female (All Ages)
Botswana,BWA,AFR,2021,a,m,1736,1310,10,162,19,75,Male (All Ages)
Botswana,BWA,AFR,2022,0-14,a,198,147,,,,74,Children (0-14)
Botswana,BWA,AFR,2022,a,f,1205,925,6,75,10,77,Female (All Ages)
Botswana,BWA,AFR,2022,a,m,1982,1484,13,128,18,75,Male (All Ages)
Botswana,BWA,AFR,2023,0-14,a,243,215,,,,88,Children (0-14)
Botswana,BWA,AFR,2023,a,f,1278,1096,13,79,41,86,Female (All Ages)
Botswana,BWA,AFR,2023,a,m,1963,1628,13,158,77,83,Male (All Ages)
Brazil,BRA,AMR,2013,0-14,a,2641,2089,0,104,153,79,Children (0-14)
Brazil,BRA,AMR,2014,0-14,a,2233,1719,0,92,131,77,Children (0-14)
Brazil,BRA,AMR,2015,0-14,a,2109,1647,1,61,125,78,Children (0-14)
Brazil,BRA,AMR,2016,0-14,a,2216,1750,2,68,132,79,Children (0-14)
Brazil,BRA,AMR,2017,0-14,a,2281,1746,1,63,134,77,Children (0-14)
Brazil,BRA,AMR,2018,0-14,a,2510,1928,0,80,174,77,Children (0-14)
Brazil,BRA,AMR,2019,0-14,a,2659,1964,0,75,209,74,Children (0-14)
Brazil,BRA,AMR,2019,a,f,25640,18724,19,1753,2376,73,Female (All Ages)
Brazil,BRA,AMR,2019,a,m,58165,38926,46,4593,7656,67,Male (All Ages)
Brazil,BRA,AMR,2020,0-14,a,1903,1357,0,72,155,71,Children (0-14)
Brazil,BRA,AMR,2020,a,f,22069,15701,11,1650,2138,71,Female (All Ages)
Brazil,BRA,AMR,2020,a,m,50756,32847,35,4487,7140,65,Male (All Ages)
Brazil,BRA,AMR,2021,0-14,a,2194,1500,1,69,213,68,Children (0-14)
Brazil,BRA,AMR,2021,a,f,23772,16550,17,1807,2537,70,Female (All Ages)
Brazil,BRA,AMR,2021,a,m,54251,33889,38,5248,7878,62,Male (All Ages)
Brazil,BRA,AMR,2022,0-14,a,2708,1997,1,88,231,74,Children (0-14)
Brazil,BRA,AMR,2022,a,f,26628,18722,17,2087,2853,70,Female (All Ages)
Brazil,BRA,AMR,2022,a,m,60625,38523,40,5457,9288,64,Male (All Ages)
Brazil,BRA,AMR,2023,0-14,a,2988,2134,0,109,284,71,Children (0-14)
Brazil,BRA,AMR,2023,a,f,27208,18938,15,2090,3071,70,Female (All Ages)
Brazil,BRA,AMR,2023,a,m,63329,40007,42,5667,9802,63,Male (All Ages)
British Virgin Islands,VGB,AMR,2022,0-14,a,0,0,0,0,0,,Children (0-14)
Brunei Darussalam,BRN,WPR,2018,0-14,a,5,5,,,,100,Children (0-14)
Brunei Darussalam,BRN,WPR,2019,0-14,a,6,6,,,,100,Children (0-14)
Brunei Darussalam,BRN,WPR,2020,0-14,a,1,1,,,,100,Children (0-14)
Bulgaria,BGR,EUR,2013,0-14,a,146,139,0,1,6,95,Children (0-14)
Bulgaria,BGR,EUR,2014,0-14,a,145,139,0,0,6,96,Children (0-14)
Bulgaria,BGR,EUR,2015,0-14,a,118,112,0,1,5,95,Children (0-14)
Bulgaria,BGR,EUR,2016,0-14,a,124,117,0,0,7,94,Children (0-14)
Bulgaria,BGR,EUR,2017,0-14,a,105,101,0,0,4,96,Children (0-14)
Bulgaria,BGR,EUR,2018,0-14,a,67,66,0,0,1,99,Children (0-14)
Bulgaria,BGR,EUR,2019,0-14,a,54,47,0,1,3,87,Children (0-14)
Bulgaria,BGR,EUR,2021,0-14,a,18,13,0,0,4,72,Children (0-14)
Bulgaria,BGR,EUR,2023,0-14,a,20,17,0,1,1,85,Children (0-14)
Burkina Faso,BFA,AFR,2023,0-14,a,299,290,,,,97,Children (0-14)
Burundi,BDI,AFR,2018,0-14,a,387,375,,,,97,Children (0-14)
Burundi,BDI,AFR,2019,0-14,a,324,310,,,,96,Children (0-14)
Burundi,BDI,AFR,2020,0-14,a,289,277,,,,96,Children (0-14)
Burundi,BDI,AFR,2021,0-14,a,290,280,,,,97,Children (0-14)
Burundi,BDI,AFR,2022,0-14,a,349,280,,,,80,Children (0-14)
Burundi,BDI,AFR,2023,0-14,a,343,330,,,,96,Children (0-14)
Cabo Verde,CPV,AFR,2018,0-14,a,4,4,,,,100,Children (0-14)
Cabo Verde,CPV,AFR,2019,0-14,a,4,4,,,,100,Children (0-14)
Cabo Verde,CPV,AFR,2020,0-14,a,6,6,,,,100,Children (0-14)
Cabo Verde,CPV,AFR,2021,0-14,a,2,2,,,,100,Children (0-14)
Cabo Verde,CPV,AFR,2022,0-14,a,6,6,,,,100,Children (0-14)
Cabo Verde,CPV,AFR,2023,0-14,a,7,4,,,,57,Children (0-14)
Cambodia,KHM,WPR,2022,0-14,a,8044,8018,,,,100,Children (0-14)
Cambodia,KHM,WPR,2023,0-14,a,7160,7116,,,,99,Children (0-14)
Cameroon,CMR,AFR,2019,0-14,a,1271,1100,,,,87,Children (0-14)
Cameroon,CMR,AFR,2020,0-14,a,1222,1087,,,,89,Children (0-14)
Cameroon,CMR,AFR,2020,a,f,8369,7194,27,563,383,86,Female (All Ages)
Cameroon,CMR,AFR,2020,a,m,13731,11705,91,878,741,85,Male (All Ages)
Cameroon,CMR,AFR,2021,0-14,a,1380,1196,,,,87,Children (0-14)
Cameroon,CMR,AFR,2021,a,f,8101,7149,36,449,289,88,Female (All Ages)
Cameroon,CMR,AFR,2021,a,m,14308,12536,94,766,690,88,Male (All Ages)
Cameroon,CMR,AFR,2022,0-14,a,1363,1286,,,,94,Children (0-14)
Cameroon,CMR,AFR,2022,a,f,8843,7932,41,446,311,90,Female (All Ages)
Cameroon,CMR,AFR,2022,a,m,15879,13992,89,843,749,88,Male (All Ages)
Cameroon,CMR,AFR,2023,0-14,a,1279,1193,,,,93,Children (0-14)
Cameroon,CMR,AFR,2023,a,f,8782,7859,35,440,331,89,Female (All Ages)
Cameroon,CMR,AFR,2023,a,m,15845,14089,80,786,687,89,Male (All Ages)
Canada,CAN,AMR,2018,0-14,a,98,88,0,1,0,90,Children (0-14)
Canada,CAN,AMR,2019,0-14,a,114,100,0,1,1,88,Children (0-14)
Canada,CAN,AMR,2022,0-14,a,129,104,0,0,0,81,Children (0-14)
Canada,CAN,AMR,2023,0-14,a,139,114,0,4,1,82,Children (0-14)
Cayman Islands,CYM,AMR,2019,0-14,a,0,0,0,0,0,,Children (0-14)
Cayman Islands,CYM,AMR,2021,0-14,a,0,0,0,0,0,,Children (0-14)
Cayman Islands,CYM,AMR,2022,0-14,a,0,0,0,0,0,,Children (0-14)
Central African Republic,CAF,AFR,2019,0-14,a,1150,924,,,,80,Children (0-14)
Central African Republic,CAF,AFR,2019,a,f,4100,3416,10,98,192,83,Female (All Ages)
Central African Republic,CAF,AFR,2019,a,m,6647,5249,43,458,897,79,Male (All Ages)
Central African Republic,CAF,AFR,2020,0-14,a,1629,1141,,,,70,Children (0-14)
Central African Republic,CAF,AFR,2021,0-14,a,1689,1248,,,,74,Children (0-14)
Central African Republic,CAF,AFR,2022,0-14,a,1693,1575,,,,93,Children (0-14)
Central African Republic,CAF,AFR,2023,0-14,a,1987,1683,,,,85,Children (0-14)
Chad,TCD,AFR,2018,0-14,a,950,722,,,,76,Children (0-14)
Chad,TCD,AFR,2019,0-14,a,1043,1007,,,,97,Children (0-14)
Chad,TCD,AFR,2020,0-14,a,927,777,,,,84,Children (0-14)
Chad,TCD,AFR,2021,0-14,a,898,742,,,,83,Children (0-14)
Chad,TCD,AFR,2022,0-14,a,1065,848,,,,80,Children (0-14)
Chad,TCD,AFR,2023,0-14,a,965,818,,,,85,Children (0-14)
Chile,CHL,AMR,2013,0-14,a,59,,,,,0,Children (0-14)
Chile,CHL,AMR,2014,0-14,a,57,40,0,1,0,70,Children (0-14)
Chile,CHL,AMR,2015,0-14,a,54,52,1,1,0,96,Children (0-14)
Chile,CHL,AMR,2016,0-14,a,45,45,0,0,0,100,Children (0-14)
Chile,CHL,AMR,2017,0-14,a,40,40,0,0,0,100,Children (0-14)
Chile,CHL,AMR,2018,0-14,a,76,70,0,0,0,92,Children (0-14)
Chile,CHL,AMR,2019,0-14,a,54,42,0,1,7,78,Children (0-14)
Chile,CHL,AMR,2020,0-14,a,61,53,0,1,2,87,Children (0-14)
Chile,CHL,AMR,2021,0-14,a,87,77,0,1,5,89,Children (0-14)
Chile,CHL,AMR,2022,0-14,a,83,77,0,0,1,93,Children (0-14)
Chile,CHL,AMR,2023,0-14,a,104,97,0,1,4,93,Children (0-14)
China,CHN,WPR,2018,0-14,a,6421,6001,,,,93,Children (0-14)
China,CHN,WPR,2019,0-14,a,6665,6221,,,,93,Children (0-14)
China,CHN,WPR,2019,a,f,221470,211543,838,3234,3441,96,Female (All Ages)
China,CHN,WPR,2019,a,m,490495,461230,3159,12195,10290,94,Male (All Ages)
China,CHN,WPR,2020,0-14,a,6827,6583,,,,96,Children (0-14)
China,CHN,WPR,2020,a,f,193300,185233,608,2844,2710,96,Female (All Ages)
China,CHN,WPR,2020,a,m,415437,391053,2401,11126,7699,94,Male (All Ages)
China,CHN,WPR,2021,0-14,a,6810,6545,,,,96,Children (0-14)
China,CHN,WPR,2021,a,f,182056,173380,410,2701,2490,95,Female (All Ages)
China,CHN,WPR,2021,a,m,388854,364207,1845,10826,6824,94,Male (All Ages)
China,CHN,WPR,2022,0-14,a,6293,5710,,,,91,Children (0-14)
China,CHN,WPR,2022,a,f,158275,151814,305,2764,1859,96,Female (All Ages)
China,CHN,WPR,2022,a,m,335122,315029,1313,11131,5316,94,Male (All Ages)
China,CHN,WPR,2023,0-14,a,6495,6230,,,,96,Children (0-14)
China,CHN,WPR,2023,a,f,181463,174098,339,3139,2131,96,Female (All Ages)
China,CHN,WPR,2023,a,m,367376,344555,1472,12525,6651,94,Male (All Ages)
"China, Hong Kong SAR",HKG,WPR,2018,0-14,a,20,11,,,,55,Children (0-14)
"China, Hong Kong SAR",HKG,WPR,2019,0-14,a,18,15,,,,83,Children (0-14)
"China, Hong Kong SAR",HKG,WPR,2020,0-14,a,12,12,,,,100,Children (0-14)
"China, Hong Kong SAR",HKG,WPR,2021,0-14,a,20,20,,,,100,Children (0-14)
"China, Hong Kong SAR",HKG,WPR,2022,0-14,a,11,11,,,,100,Children (0-14)
"China, Hong Kong SAR",HKG,WPR,2023,0-14,a,14,14,,,,100,Children (0-14)
"China, Macao SAR",MAC,WPR,2018,0-14,a,2,2,,,,100,Children (0-14)
