country,iso3,g_whoregion,year,age_group,sex,coh,succ,fail,died,lost,tsr,category
"China, Macao SAR",MAC,WPR,2019,0-14,a,2,2,,,,100,Children (0-14)
"China, Macao SAR",MAC,WPR,2020,0-14,a,3,3,,,,100,Children (0-14)
"China, Macao SAR",MAC,WPR,2021,0-14,a,4,2,,,,50,Children (0-14)
"China, Macao SAR",MAC,WPR,2022,0-14,a,1,1,,,,100,Children (0-14)
"China, Macao SAR",MAC,WPR,2023,0-14,a,3,3,,,,100,Children (0-14)
Colombia,COL,AMR,2013,0-14,a,571,334,14,19,17,58,Children (0-14)
Colombia,COL,AMR,2014,0-14,a,529,445,1,23,42,84,Children (0-14)
Colombia,COL,AMR,2015,0-14,a,454,384,1,23,28,85,Children (0-14)
Colombia,COL,AMR,2016,0-14,a,826,508,14,53,99,62,Children (0-14)
Colombia,COL,AMR,2017,0-14,a,493,340,0,18,23,69,Children (0-14)
Colombia,COL,AMR,2018,0-14,a,425,343,4,27,34,81,Children (0-14)
Colombia,COL,AMR,2019,0-14,a,387,303,2,36,31,78,Children (0-14)
Colombia,COL,AMR,2020,0-14,a,297,237,2,28,18,80,Children (0-14)
Colombia,COL,AMR,2021,0-14,a,316,251,1,19,21,79,Children (0-14)
Colombia,COL,AMR,2022,0-14,a,564,451,4,37,48,80,Children (0-14)
Colombia,COL,AMR,2023,0-14,a,575,442,3,39,60,77,Children (0-14)
Comoros,COM,AFR,2022,0-14,a,12,12,,,,100,Children (0-14)
Comoros,COM,AFR,2023,0-14,a,10,10,,,,100,Children (0-14)
Congo,COG,AFR,2018,0-14,a,0,0,,,,,Children (0-14)
Cook Islands,COK,WPR,2019,0-14,a,0,0,,,,,Children (0-14)
Cook Islands,COK,WPR,2022,0-14,a,0,,,,,,Children (0-14)
Costa Rica,CRI,AMR,2013,0-14,a,30,28,0,1,0,93,Children (0-14)
Costa Rica,CRI,AMR,2018,0-14,a,13,13,0,0,0,100,Children (0-14)
Costa Rica,CRI,AMR,2020,0-14,a,8,7,0,0,0,88,Children (0-14)
Costa Rica,CRI,AMR,2021,0-14,a,8,8,0,0,0,100,Children (0-14)
Costa Rica,CRI,AMR,2023,0-14,a,20,20,0,0,0,100,Children (0-14)
Croatia,HRV,EUR,2013,0-14,a,4,1,0,0,1,25,Children (0-14)
Croatia,HRV,EUR,2014,0-14,a,2,1,0,0,0,50,Children (0-14)
Croatia,HRV,EUR,2015,0-14,a,0,0,0,0,0,,Children (0-14)
Croatia,HRV,EUR,2016,0-14,a,5,3,0,0,0,60,Children (0-14)
Croatia,HRV,EUR,2017,0-14,a,3,2,0,0,0,67,Children (0-14)
Croatia,HRV,EUR,2018,0-14,a,8,2,0,0,0,25,Children (0-14)
Croatia,HRV,EUR,2019,0-14,a,1,1,0,0,0,100,Children (0-14)
Croatia,HRV,EUR,2020,0-14,a,2,0,0,0,0,0,Children (0-14)
Croatia,HRV,EUR,2021,0-14,a,2,2,0,0,0,100,Children (0-14)
Croatia,HRV,EUR,2022,0-14,a,1,1,0,0,0,100,Children (0-14)
Croatia,HRV,EUR,2023,0-14,a,3,2,0,0,0,67,Children (0-14)
Cuba,CUB,AMR,2018,0-14,a,10,10,0,0,0,100,Children (0-14)
Cuba,CUB,AMR,2019,0-14,a,6,5,0,1,0,83,Children (0-14)
Cuba,CUB,AMR,2020,0-14,a,9,9,0,0,0,100,Children (0-14)
Cuba,CUB,AMR,2021,0-14,a,8,8,0,0,0,100,Children (0-14)
Cuba,CUB,AMR,2022,0-14,a,13,13,0,0,0,100,Children (0-14)
Cuba,CUB,AMR,2023,0-14,a,14,13,0,0,0,93,Children (0-14)
Cyprus,CYP,EUR,2013,0-14,a,0,0,0,0,0,,Children (0-14)
Cyprus,CYP,EUR,2014,0-14,a,0,0,0,0,0,,Children (0-14)
Cyprus,CYP,EUR,2015,0-14,a,0,0,0,0,0,,Children (0-14)
Cyprus,CYP,EUR,2016,0-14,a,0,0,0,0,0,,Children (0-14)
Cyprus,CYP,EUR,2017,0-14,a,3,1,0,1,0,33,Children (0-14)
Cyprus,CYP,EUR,2018,0-14,a,1,1,0,0,0,100,Children (0-14)
Cyprus,CYP,EUR,2019,0-14,a,2,0,0,0,0,0,Children (0-14)
Cyprus,CYP,EUR,2020,0-14,a,0,0,0,0,0,,Children (0-14)
Cyprus,CYP,EUR,2021,0-14,a,0,0,0,0,0,,Children (0-14)
Cyprus,CYP,EUR,2022,0-14,a,2,0,0,0,0,0,Children (0-14)
Cyprus,CYP,EUR,2023,0-14,a,3,0,0,0,0,0,Children (0-14)
Czechia,CZE,EUR,2013,0-14,a,5,2,0,0,1,40,Children (0-14)
Czechia,CZE,EUR,2014,0-14,a,5,4,0,0,0,80,Children (0-14)
Czechia,CZE,EUR,2015,0-14,a,5,5,0,0,0,100,Children (0-14)
Czechia,CZE,EUR,2016,0-14,a,10,8,0,0,2,80,Children (0-14)
Czechia,CZE,EUR,2017,0-14,a,6,5,0,0,1,83,Children (0-14)
Czechia,CZE,EUR,2018,0-14,a,5,4,0,0,0,80,Children (0-14)
Czechia,CZE,EUR,2019,0-14,a,4,4,0,0,0,100,Children (0-14)
Czechia,CZE,EUR,2020,0-14,a,2,2,0,0,0,100,Children (0-14)
Czechia,CZE,EUR,2021,0-14,a,12,11,0,0,1,92,Children (0-14)
Czechia,CZE,EUR,2022,0-14,a,11,5,0,0,6,45,Children (0-14)
Czechia,CZE,EUR,2023,0-14,a,27,27,0,0,0,100,Children (0-14)
Democratic People's Republic of Korea,PRK,SEA,2022,0-14,a,4084,,,,,0,Children (0-14)
Congo,COD,AFR,2018,0-14,a,18453,15237,,,,83,Children (0-14)
Congo,COD,AFR,2019,0-14,a,19677,17613,,,,90,Children (0-14)
Congo,COD,AFR,2020,0-14,a,22342,20276,,,,91,Children (0-14)
Congo,COD,AFR,2021,0-14,a,26773,26011,,,,97,Children (0-14)
Congo,COD,AFR,2022,0-14,a,32745,31982,,,,98,Children (0-14)
Congo,COD,AFR,2023,0-14,a,34614,33812,,,,98,Children (0-14)
Denmark,DNK,EUR,2013,0-14,a,22,11,0,0,0,50,Children (0-14)
Denmark,DNK,EUR,2014,0-14,a,9,4,0,0,0,44,Children (0-14)
Denmark,DNK,EUR,2015,0-14,a,14,2,0,0,0,14,Children (0-14)
Denmark,DNK,EUR,2016,0-14,a,18,3,0,0,0,17,Children (0-14)
Denmark,DNK,EUR,2017,0-14,a,0,0,0,0,0,,Children (0-14)
Denmark,DNK,EUR,2018,0-14,a,10,0,0,0,0,0,Children (0-14)
Denmark,DNK,EUR,2019,0-14,a,16,0,0,0,0,0,Children (0-14)
Denmark,DNK,EUR,2020,0-14,a,10,3,0,0,0,30,Children (0-14)
Denmark,DNK,EUR,2021,0-14,a,6,0,0,0,0,0,Children (0-14)
Denmark,DNK,EUR,2022,0-14,a,4,1,0,0,0,25,Children (0-14)
Denmark,DNK,EUR,2023,0-14,a,9,1,0,0,0,11,Children (0-14)
Djibouti,DJI,EMR,2018,0-14,a,236,189,,,,80,Children (0-14)
Djibouti,DJI,EMR,2019,0-14,a,168,164,,,,98,Children (0-14)
Djibouti,DJI,EMR,2021,0-14,a,49,49,,,,100,Children (0-14)
Dominica,DMA,AMR,2018,0-14,a,0,0,0,0,0,,Children (0-14)
Dominica,DMA,AMR,2020,0-14,a,0,0,0,0,0,,Children (0-14)
Dominica,DMA,AMR,2021,0-14,a,0,0,0,0,0,,Children (0-14)
Dominica,DMA,AMR,2022,0-14,a,0,0,0,0,0,,Children (0-14)
Dominica,DMA,AMR,2023,0-14,a,0,0,0,0,0,,Children (0-14)
Dominican Republic,DOM,AMR,2013,0-14,a,0,0,0,0,0,,Children (0-14)
Dominican Republic,DOM,AMR,2014,0-14,a,0,0,0,0,0,,Children (0-14)
Dominican Republic,DOM,AMR,2015,0-14,a,136,112,2,5,16,82,Children (0-14)
Dominican Republic,DOM,AMR,2016,0-14,a,131,104,1,3,14,79,Children (0-14)
Dominican Republic,DOM,AMR,2017,0-14,a,106,81,0,4,12,76,Children (0-14)
Dominican Republic,DOM,AMR,2018,0-14,a,103,87,0,1,11,84,Children (0-14)
Dominican Republic,DOM,AMR,2019,0-14,a,71,64,0,4,2,90,Children (0-14)
Dominican Republic,DOM,AMR,2020,0-14,a,34,33,0,0,1,97,Children (0-14)
Dominican Republic,DOM,AMR,2021,0-14,a,44,40,0,2,2,91,Children (0-14)
Dominican Republic,DOM,AMR,2022,0-14,a,73,64,0,2,7,88,Children (0-14)
Dominican Republic,DOM,AMR,2023,0-14,a,125,112,0,2,11,90,Children (0-14)
Egypt,EGY,EMR,2019,0-14,a,488,488,,,,100,Children (0-14)
Egypt,EGY,EMR,2020,0-14,a,471,471,,,,100,Children (0-14)
Egypt,EGY,EMR,2021,0-14,a,474,474,,,,100,Children (0-14)
Egypt,EGY,EMR,2022,0-14,a,469,413,,,,88,Children (0-14)
Egypt,EGY,EMR,2023,0-14,a,560,534,,,,95,Children (0-14)
El Salvador,SLV,AMR,2015,0-14,a,8,8,0,0,0,100,Children (0-14)
El Salvador,SLV,AMR,2016,0-14,a,8,8,0,0,0,100,Children (0-14)
El Salvador,SLV,AMR,2017,0-14,a,7,7,0,0,0,100,Children (0-14)
El Salvador,SLV,AMR,2018,0-14,a,135,128,0,2,5,95,Children (0-14)
El Salvador,SLV,AMR,2019,0-14,a,135,128,0,0,7,95,Children (0-14)
Equatorial Guinea,GNQ,AFR,2018,0-14,a,90,67,,,,74,Children (0-14)
Equatorial Guinea,GNQ,AFR,2019,0-14,a,21,15,,,,71,Children (0-14)
Equatorial Guinea,GNQ,AFR,2020,0-14,a,98,70,,,,71,Children (0-14)
Equatorial Guinea,GNQ,AFR,2021,0-14,a,108,65,,,,60,Children (0-14)
Equatorial Guinea,GNQ,AFR,2022,0-14,a,185,151,,,,82,Children (0-14)
Equatorial Guinea,GNQ,AFR,2023,0-14,a,143,105,,,,73,Children (0-14)
Estonia,EST,EUR,2013,0-14,a,1,1,0,0,0,100,Children (0-14)
Estonia,EST,EUR,2014,0-14,a,1,1,0,0,0,100,Children (0-14)
Estonia,EST,EUR,2015,0-14,a,2,2,0,0,0,100,Children (0-14)
Estonia,EST,EUR,2016,0-14,a,4,4,0,0,0,100,Children (0-14)
Estonia,EST,EUR,2017,0-14,a,0,0,0,0,0,,Children (0-14)
Estonia,EST,EUR,2018,0-14,a,2,2,0,0,0,100,Children (0-14)
Estonia,EST,EUR,2019,0-14,a,1,1,0,0,0,100,Children (0-14)
Estonia,EST,EUR,2020,0-14,a,1,1,0,0,0,100,Children (0-14)
Estonia,EST,EUR,2021,0-14,a,0,0,0,0,0,,Children (0-14)
Estonia,EST,EUR,2022,0-14,a,0,0,0,0,0,,Children (0-14)
Estonia,EST,EUR,2023,0-14,a,2,2,0,0,0,100,Children (0-14)
Eswatini,SWZ,AFR,2018,0-14,a,161,152,,,,94,Children (0-14)
Eswatini,SWZ,AFR,2019,0-14,a,176,158,,,,90,Children (0-14)
Eswatini,SWZ,AFR,2020,0-14,a,99,90,,,,91,Children (0-14)
Eswatini,SWZ,AFR,2020,a,f,830,663,5,119,21,80,Female (All Ages)
Eswatini,SWZ,AFR,2020,a,m,1119,908,57,76,36,81,Male (All Ages)
Eswatini,SWZ,AFR,2021,0-14,a,82,74,,,,90,Children (0-14)
Eswatini,SWZ,AFR,2021,a,f,737,587,7,96,30,80,Female (All Ages)
Eswatini,SWZ,AFR,2021,a,m,1085,851,10,141,50,78,Male (All Ages)
Eswatini,SWZ,AFR,2022,0-14,a,129,115,,,,89,Children (0-14)
Eswatini,SWZ,AFR,2022,a,f,928,784,9,86,24,84,Female (All Ages)
Eswatini,SWZ,AFR,2022,a,m,1361,1108,20,134,58,81,Male (All Ages)
Eswatini,SWZ,AFR,2023,0-14,a,185,153,,,,83,Children (0-14)
Eswatini,SWZ,AFR,2023,a,f,908,757,12,72,44,83,Female (All Ages)
Eswatini,SWZ,AFR,2023,a,m,1264,1037,10,110,54,82,Male (All Ages)
Fiji,FJI,WPR,2018,0-14,a,76,48,,,,63,Children (0-14)
Fiji,FJI,WPR,2020,0-14,a,128,46,,,,36,Children (0-14)
Fiji,FJI,WPR,2021,0-14,a,48,18,,,,38,Children (0-14)
Fiji,FJI,WPR,2022,0-14,a,94,36,,,,38,Children (0-14)
Fiji,FJI,WPR,2023,0-14,a,25,16,,,,64,Children (0-14)
Finland,FIN,EUR,2013,0-14,a,0,0,0,0,0,,Children (0-14)
Finland,FIN,EUR,2014,0-14,a,9,1,0,0,0,11,Children (0-14)
Finland,FIN,EUR,2015,0-14,a,11,3,0,0,0,27,Children (0-14)
Finland,FIN,EUR,2016,0-14,a,6,1,0,0,0,17,Children (0-14)
Finland,FIN,EUR,2017,0-14,a,6,5,0,0,0,83,Children (0-14)
Finland,FIN,EUR,2018,0-14,a,2,2,0,0,0,100,Children (0-14)
Finland,FIN,EUR,2019,0-14,a,9,0,0,0,0,0,Children (0-14)
Finland,FIN,EUR,2020,0-14,a,5,2,0,0,0,40,Children (0-14)
Finland,FIN,EUR,2021,0-14,a,4,1,0,0,0,25,Children (0-14)
Finland,FIN,EUR,2022,0-14,a,7,0,0,0,0,0,Children (0-14)
Finland,FIN,EUR,2023,0-14,a,2,2,0,0,0,100,Children (0-14)
France,FRA,EUR,2016,0-14,a,253,122,0,1,10,48,Children (0-14)
France,FRA,EUR,2017,0-14,a,318,91,0,3,4,29,Children (0-14)
France,FRA,EUR,2018,0-14,a,230,26,0,0,1,11,Children (0-14)
France,FRA,EUR,2019,0-14,a,217,22,0,1,0,10,Children (0-14)
France,FRA,EUR,2020,0-14,a,187,81,0,1,1,43,Children (0-14)
France,FRA,EUR,2021,0-14,a,170,59,0,1,5,35,Children (0-14)
France,FRA,EUR,2022,0-14,a,183,66,0,1,5,36,Children (0-14)
France,FRA,EUR,2023,0-14,a,248,43,0,0,1,17,Children (0-14)
French Polynesia,PYF,WPR,2020,0-14,a,6,6,,,,100,Children (0-14)
French Polynesia,PYF,WPR,2022,0-14,a,3,3,,,,100,Children (0-14)
Gabon,GAB,AFR,2019,0-14,a,378,378,,,,100,Children (0-14)
Georgia,GEO,EUR,2013,0-14,a,179,161,0,2,9,90,Children (0-14)
Georgia,GEO,EUR,2014,0-14,a,125,117,1,0,5,94,Children (0-14)
Georgia,GEO,EUR,2015,0-14,a,137,127,0,1,6,93,Children (0-14)
Georgia,GEO,EUR,2016,0-14,a,115,106,1,0,5,92,Children (0-14)
Georgia,GEO,EUR,2017,0-14,a,93,84,0,0,2,90,Children (0-14)
Georgia,GEO,EUR,2018,0-14,a,61,60,0,0,1,98,Children (0-14)
Georgia,GEO,EUR,2019,0-14,a,65,62,1,0,2,95,Children (0-14)
Georgia,GEO,EUR,2020,0-14,a,47,45,0,1,0,96,Children (0-14)
Georgia,GEO,EUR,2021,0-14,a,41,35,0,0,6,85,Children (0-14)
Georgia,GEO,EUR,2022,0-14,a,45,42,1,0,2,93,Children (0-14)
Georgia,GEO,EUR,2023,0-14,a,51,51,0,0,0,100,Children (0-14)
Germany,DEU,EUR,2013,0-14,a,172,136,0,4,3,79,Children (0-14)
Germany,DEU,EUR,2014,0-14,a,138,109,0,0,1,79,Children (0-14)
Germany,DEU,EUR,2015,0-14,a,192,128,0,2,5,67,Children (0-14)
Germany,DEU,EUR,2016,0-14,a,223,168,0,1,2,75,Children (0-14)
Germany,DEU,EUR,2017,0-14,a,235,191,1,1,3,81,Children (0-14)
Germany,DEU,EUR,2018,0-14,a,207,158,0,1,4,76,Children (0-14)
Germany,DEU,EUR,2019,0-14,a,192,152,0,1,3,79,Children (0-14)
Germany,DEU,EUR,2020,0-14,a,168,142,0,0,1,85,Children (0-14)
Germany,DEU,EUR,2021,0-14,a,155,124,0,0,5,80,Children (0-14)
Germany,DEU,EUR,2022,0-14,a,184,131,0,1,4,71,Children (0-14)
Germany,DEU,EUR,2023,0-14,a,228,173,0,3,6,76,Children (0-14)
Ghana,GHA,AFR,2018,0-14,a,747,604,,,,81,Children (0-14)
Ghana,GHA,AFR,2019,0-14,a,822,654,,,,80,Children (0-14)
Ghana,GHA,AFR,2020,0-14,a,615,506,,,,82,Children (0-14)
Ghana,GHA,AFR,2022,0-14,a,823,692,,,,84,Children (0-14)
Ghana,GHA,AFR,2023,0-14,a,823,712,,,,87,Children (0-14)
Greece,GRC,EUR,2018,0-14,a,5,0,0,0,0,0,Children (0-14)
Greenland,GRL,EUR,2014,0-14,a,2,2,0,0,0,100,Children (0-14)
Greenland,GRL,EUR,2015,0-14,a,5,5,0,0,0,100,Children (0-14)
Greenland,GRL,EUR,2016,0-14,a,2,2,0,0,0,100,Children (0-14)
Grenada,GRD,AMR,2018,0-14,a,0,0,0,0,0,,Children (0-14)
Grenada,GRD,AMR,2019,0-14,a,0,0,0,0,0,,Children (0-14)
Grenada,GRD,AMR,2020,0-14,a,0,0,0,0,0,,Children (0-14)
Grenada,GRD,AMR,2021,0-14,a,0,0,0,0,0,,Children (0-14)
Grenada,GRD,AMR,2022,0-14,a,0,0,0,0,0,,Children (0-14)
Grenada,GRD,AMR,2023,0-14,a,0,0,0,0,0,,Children (0-14)
Guam,GUM,WPR,2018,0-14,a,9,9,,,,100,Children (0-14)
Guam,GUM,WPR,2019,0-14,a,10,9,,,,90,Children (0-14)
Guam,GUM,WPR,2020,0-14,a,0,0,,,,,Children (0-14)
Guam,GUM,WPR,2021,0-14,a,5,5,,,,100,Children (0-14)
Guam,GUM,WPR,2022,0-14,a,6,5,,,,83,Children (0-14)
Guam,GUM,WPR,2023,0-14,a,5,5,,,,100,Children (0-14)
Guatemala,GTM,AMR,2013,0-14,a,274,267,1,2,3,97,Children (0-14)
Guatemala,GTM,AMR,2014,0-14,a,264,252,1,8,3,95,Children (0-14)
Guatemala,GTM,AMR,2015,0-14,a,292,280,0,3,8,96,Children (0-14)
Guatemala,GTM,AMR,2016,0-14,a,214,204,0,6,4,95,Children (0-14)
Guatemala,GTM,AMR,2017,0-14,a,272,255,0,4,11,94,Children (0-14)
Guatemala,GTM,AMR,2018,0-14,a,213,210,0,3,0,99,Children (0-14)
Guatemala,GTM,AMR,2019,0-14,a,443,420,0,2,21,95,Children (0-14)
Guatemala,GTM,AMR,2020,0-14,a,368,358,0,8,2,97,Children (0-14)
Guatemala,GTM,AMR,2021,0-14,a,356,348,1,5,2,98,Children (0-14)
Guatemala,GTM,AMR,2022,0-14,a,450,428,2,7,13,95,Children (0-14)
Guinea-Bissau,GNB,AFR,2020,a,f,968,747,7,90,97,77,Female (All Ages)
Guinea-Bissau,GNB,AFR,2020,a,m,1574,1161,15,152,192,74,Male (All Ages)
Guinea-Bissau,GNB,AFR,2021,a,f,924,722,9,63,104,78,Female (All Ages)
Guinea-Bissau,GNB,AFR,2021,a,m,1566,1136,32,96,235,73,Male (All Ages)
Guinea-Bissau,GNB,AFR,2023,a,f,869,663,1,73,113,76,Female (All Ages)
Guinea-Bissau,GNB,AFR,2023,a,m,1783,1332,11,124,294,75,Male (All Ages)
Guyana,GUY,AMR,2013,0-14,a,20,13,0,2,4,65,Children (0-14)
Guyana,GUY,AMR,2014,0-14,a,11,8,0,0,3,73,Children (0-14)
Guyana,GUY,AMR,2015,0-14,a,18,14,0,0,2,78,Children (0-14)
Guyana,GUY,AMR,2016,0-14,a,17,14,0,1,0,82,Children (0-14)
Guyana,GUY,AMR,2017,0-14,a,10,8,0,0,0,80,Children (0-14)
Guyana,GUY,AMR,2018,0-14,a,11,8,0,0,3,73,Children (0-14)
Guyana,GUY,AMR,2019,0-14,a,15,13,0,1,1,87,Children (0-14)
Guyana,GUY,AMR,2020,0-14,a,5,4,0,0,1,80,Children (0-14)
Guyana,GUY,AMR,2021,0-14,a,8,7,,,1,88,Children (0-14)
Guyana,GUY,AMR,2022,0-14,a,8,7,0,0,1,88,Children (0-14)
Guyana,GUY,AMR,2023,0-14,a,6,6,0,0,0,100,Children (0-14)
Haiti,HTI,AMR,2013,0-14,a,1905,1562,95,9,19,82,Children (0-14)
Haiti,HTI,AMR,2014,0-14,a,1693,1373,2,71,154,81,Children (0-14)
Haiti,HTI,AMR,2015,0-14,a,1594,1299,6,79,167,81,Children (0-14)
Haiti,HTI,AMR,2016,0-14,a,1383,1160,4,54,132,84,Children (0-14)
Haiti,HTI,AMR,2017,0-14,a,1611,1296,5,69,111,80,Children (0-14)
Haiti,HTI,AMR,2019,0-14,a,1201,984,3,47,119,82,Children (0-14)
Haiti,HTI,AMR,2020,0-14,a,976,803,2,50,113,82,Children (0-14)
Haiti,HTI,AMR,2021,0-14,a,926,773,2,30,102,83,Children (0-14)
Honduras,HND,AMR,2015,0-14,a,119,106,0,5,0,89,Children (0-14)
Honduras,HND,AMR,2016,0-14,a,138,124,0,3,4,90,Children (0-14)
Honduras,HND,AMR,2017,0-14,a,102,93,0,6,3,91,Children (0-14)
Honduras,HND,AMR,2018,0-14,a,78,72,0,2,4,92,Children (0-14)
Honduras,HND,AMR,2019,0-14,a,49,47,0,1,1,96,Children (0-14)
Honduras,HND,AMR,2020,0-14,a,41,39,0,1,1,95,Children (0-14)
Honduras,HND,AMR,2021,0-14,a,51,46,0,1,1,90,Children (0-14)
Honduras,HND,AMR,2022,0-14,a,57,52,0,1,0,91,Children (0-14)
Honduras,HND,AMR,2023,0-14,a,64,59,0,2,2,92,Children (0-14)
Hungary,HUN,EUR,2013,0-14,a,7,5,0,0,1,71,Children (0-14)
Hungary,HUN,EUR,2014,0-14,a,4,4,0,0,0,100,Children (0-14)
Hungary,HUN,EUR,2015,0-14,a,9,8,0,0,1,89,Children (0-14)
Hungary,HUN,EUR,2016,0-14,a,5,5,0,0,0,100,Children (0-14)
Hungary,HUN,EUR,2017,0-14,a,6,5,1,0,0,83,Children (0-14)
Hungary,HUN,EUR,2018,0-14,a,3,1,0,1,0,33,Children (0-14)
Hungary,HUN,EUR,2019,0-14,a,10,8,0,0,0,80,Children (0-14)
Hungary,HUN,EUR,2020,0-14,a,5,4,0,0,0,80,Children (0-14)
Hungary,HUN,EUR,2021,0-14,a,4,4,0,0,0,100,Children (0-14)
Hungary,HUN,EUR,2022,0-14,a,6,2,0,1,0,33,Children (0-14)
Hungary,HUN,EUR,2023,0-14,a,6,5,0,0,0,83,Children (0-14)
Iceland,ISL,EUR,2013,0-14,a,0,0,0,0,0,,Children (0-14)
Iceland,ISL,EUR,2014,0-14,a,0,0,0,0,0,,Children (0-14)
Iceland,ISL,EUR,2015,0-14,a,0,0,0,0,0,,Children (0-14)
Iceland,ISL,EUR,2016,0-14,a,0,0,0,0,0,,Children (0-14)
Iceland,ISL,EUR,2017,0-14,a,0,0,0,0,0,,Children (0-14)
Iceland,ISL,EUR,2018,0-14,a,0,0,0,0,0,,Children (0-14)
Iceland,ISL,EUR,2019,0-14,a,0,0,0,0,0,,Children (0-14)
Iceland,ISL,EUR,2020,0-14,a,2,2,0,0,0,100,Children (0-14)
Iceland,ISL,EUR,2021,0-14,a,0,0,0,0,0,,Children (0-14)
Iceland,ISL,EUR,2022,0-14,a,0,0,0,0,0,,Children (0-14)
Iceland,ISL,EUR,2023,0-14,a,1,1,0,0,0,100,Children (0-14)
India,IND,SEA,2018,0-14,a,124797,105890,,,,85,Children (0-14)
India,IND,SEA,2019,0-14,a,144835,127503,,,,88,Children (0-14)
India,IND,SEA,2019,a,f,810816,698203,3760,23080,24067,86,Female (All Ages)
India,IND,SEA,2019,a,m,1341747,1109096,8690,59876,52645,83,Male (All Ages)
India,IND,SEA,2020,0-14,a,96638,85025,,,,88,Children (0-14)
India,IND,SEA,2020,a,f,622946,542209,2740,20668,16032,87,Female (All Ages)
India,IND,SEA,2020,a,m,981012,822665,5495,49607,32040,84,Male (All Ages)
India,IND,SEA,2021,0-14,a,110884,100162,,,,90,Children (0-14)
India,IND,SEA,2021,a,f,757843,671013,3216,25990,17099,89,Female (All Ages)
India,IND,SEA,2021,a,m,1147916,982624,6117,62038,31868,86,Male (All Ages)
India,IND,SEA,2022,0-14,a,127979,109844,,,,86,Children (0-14)
India,IND,SEA,2022,a,f,867851,785105,3606,25824,14989,90,Female (All Ages)
India,IND,SEA,2022,a,m,1326872,1158061,6774,63940,29506,87,Male (All Ages)
India,IND,SEA,2023,0-14,a,128946,119369,,,,93,Children (0-14)
India,IND,SEA,2023,a,f,906699,827647,3928,24991,12192,91,Female (All Ages)
India,IND,SEA,2023,a,m,1379415,1224356,7263,61636,23612,89,Male (All Ages)
Indonesia,IDN,WPR,2018,0-14,a,68529,56806,,,,83,Children (0-14)
Indonesia,IDN,WPR,2019,0-14,a,70004,58002,,,,83,Children (0-14)
Indonesia,IDN,WPR,2019,a,f,236171,198140,788,4361,12056,84,Female (All Ages)
Indonesia,IDN,WPR,2019,a,m,319570,264268,1301,8489,18511,83,Male (All Ages)
Indonesia,IDN,WPR,2020,0-14,a,34368,30865,,,,90,Children (0-14)
Indonesia,IDN,WPR,2020,a,f,153780,134586,486,4551,9503,88,Female (All Ages)
Indonesia,IDN,WPR,2020,a,m,208743,177456,719,9134,15146,85,Male (All Ages)
Indonesia,IDN,WPR,2021,0-14,a,38349,34517,,,,90,Children (0-14)
Indonesia,IDN,WPR,2021,a,f,166610,146595,508,5147,10708,88,Female (All Ages)
Indonesia,IDN,WPR,2021,a,m,224635,192143,733,10049,16810,86,Male (All Ages)
Indonesia,IDN,WPR,2022,0-14,a,106254,97738,,,,92,Children (0-14)
Indonesia,IDN,WPR,2022,a,f,269624,237491,681,7765,18598,88,Female (All Ages)
Indonesia,IDN,WPR,2022,a,m,360683,308551,1122,14820,29281,86,Male (All Ages)
Indonesia,IDN,WPR,2023,0-14,a,130653,119667,,,,92,Children (0-14)
